,task_name,train_set_id,n_shot_per_class,accuracy,macro_f1,ood_rate,n,pred_dist,label_dist
78,dbpedia_14,3,8,0.3,0.20514766201804754,0.0,100,"{""album"": 47, ""animal"": 3, ""artist"": 1, ""company"": 1, ""film"": 14, ""plant"": 15, ""village"": 19}","{""album"": 6, ""animal"": 5, ""artist"": 9, ""athlete"": 6, ""building"": 4, ""company"": 11, ""educational institution"": 6, ""film"": 7, ""mean of transportation"": 9, ""natural place"": 6, ""office holder"": 9, ""plant"": 8, ""village"": 5, ""written work"": 9}"
79,dbpedia_14,4,8,0.1,0.03231292517006802,0.0,100,"{""album"": 1, ""artist"": 99}","{""album"": 6, ""animal"": 5, ""artist"": 9, ""athlete"": 6, ""building"": 4, ""company"": 11, ""educational institution"": 6, ""film"": 7, ""mean of transportation"": 9, ""natural place"": 6, ""office holder"": 9, ""plant"": 8, ""village"": 5, ""written work"": 9}"
80,disaster_response_message,0,8,0.54,0.44147644487615345,0.0,100,"{""false"": 42, ""true"": 58}","{""false"": 16, ""true"": 84}"
81,disaster_response_message,1,8,0.84,0.5115995115995116,0.0,100,"{""false"": 2, ""true"": 98}","{""false"": 16, ""true"": 84}"
82,disaster_response_message,2,8,0.82,0.5,0.0,100,"{""false"": 4, ""true"": 96}","{""false"": 16, ""true"": 84}"
83,disaster_response_message,3,8,0.61,0.5215311004784688,0.0,100,"{""false"": 41, ""true"": 59}","{""false"": 16, ""true"": 84}"
84,disaster_response_message,4,8,0.72,0.5451591942820013,0.0,100,"{""false"": 22, ""true"": 78}","{""false"": 16, ""true"": 84}"
85,emo,0,8,0.16,0.07867132867132867,0.0,100,"{""others"": 14, ""sad"": 86}","{""angry"": 5, ""happy"": 3, ""others"": 90, ""sad"": 2}"
86,emo,1,8,0.79,0.2768199233716475,0.0,100,"{""others"": 84, ""sad"": 16}","{""angry"": 5, ""happy"": 3, ""others"": 90, ""sad"": 2}"
87,emo,2,8,0.84,0.27802197802197803,0.0,100,"{""others"": 92, ""sad"": 8}","{""angry"": 5, ""happy"": 3, ""others"": 90, ""sad"": 2}"
88,emo,3,8,0.85,0.28076923076923077,0.0,100,"{""others"": 92, ""sad"": 8}","{""angry"": 5, ""happy"": 3, ""others"": 90, ""sad"": 2}"
89,emo,4,8,0.86,0.2934782608695652,0.0,100,"{""others"": 94, ""sad"": 6}","{""angry"": 5, ""happy"": 3, ""others"": 90, ""sad"": 2}"
90,emotion,0,8,0.21,0.12283803153368371,0.0,100,"{""joy"": 8, ""love"": 79, ""sadness"": 13}","{""anger"": 12, ""fear"": 12, ""joy"": 38, ""love"": 12, ""sadness"": 22, ""surprise"": 4}"
91,emotion,1,8,0.28,0.15118915783367612,0.0,100,"{""joy"": 5, ""love"": 18, ""sadness"": 76, ""surprise"": 1}","{""anger"": 12, ""fear"": 12, ""joy"": 38, ""love"": 12, ""sadness"": 22, ""surprise"": 4}"
92,emotion,2,8,0.4,0.19838137725920843,0.0,100,"{""joy"": 56, ""love"": 4, ""sadness"": 40}","{""anger"": 12, ""fear"": 12, ""joy"": 38, ""love"": 12, ""sadness"": 22, ""surprise"": 4}"
93,emotion,3,8,0.24,0.17941703686384536,0.0,100,"{""anger"": 3, ""fear"": 1, ""joy"": 9, ""love"": 79, ""sadness"": 8}","{""anger"": 12, ""fear"": 12, ""joy"": 38, ""love"": 12, ""sadness"": 22, ""surprise"": 4}"
94,emotion,4,8,0.22,0.09954751131221722,0.0,100,"{""joy"": 27, ""love"": 73}","{""anger"": 12, ""fear"": 12, ""joy"": 38, ""love"": 12, ""sadness"": 22, ""surprise"": 4}"
95,environmental_claims,0,8,0.73,0.455535390199637,0.0,100,"{""no"": 95, ""yes"": 5}","{""no"": 76, ""yes"": 24}"
96,environmental_claims,1,8,0.73,0.455535390199637,0.0,100,"{""no"": 95, ""yes"": 5}","{""no"": 76, ""yes"": 24}"
97,environmental_claims,2,8,0.27,0.24827515188960972,0.0,100,"{""no"": 7, ""yes"": 93}","{""no"": 76, ""yes"": 24}"
98,environmental_claims,3,8,0.76,0.4318181818181818,0.0,100,"{""no"": 100}","{""no"": 76, ""yes"": 24}"
99,environmental_claims,4,8,0.49,0.3985139757046821,0.0,100,"{""no"": 63, ""yes"": 37}","{""no"": 76, ""yes"": 24}"
100,ethos,0,8,0.52,0.34210526315789475,0.0,100,"{""no hate speech"": 100}","{""hate speech"": 48, ""no hate speech"": 52}"
101,ethos,1,8,0.53,0.3814975654691407,0.0,100,"{""hate speech"": 3, ""no hate speech"": 97}","{""hate speech"": 48, ""no hate speech"": 52}"
102,ethos,2,8,0.52,0.34210526315789475,0.0,100,"{""no hate speech"": 100}","{""hate speech"": 48, ""no hate speech"": 52}"
103,ethos,3,8,0.52,0.37629937629937626,0.0,100,"{""hate speech"": 4, ""no hate speech"": 96}","{""hate speech"": 48, ""no hate speech"": 52}"
104,ethos,4,8,0.53,0.3814975654691407,0.0,100,"{""hate speech"": 3, ""no hate speech"": 97}","{""hate speech"": 48, ""no hate speech"": 52}"
105,fever,0,8,0.43,0.20046620046620045,0.0,100,"{""not enough info"": 1, ""supported"": 99}","{""not enough info"": 28, ""refuted"": 28, ""supported"": 44}"
106,fever,1,8,0.27,0.14173228346456693,0.0,100,"{""not enough info"": 99, ""supported"": 1}","{""not enough info"": 28, ""refuted"": 28, ""supported"": 44}"
107,fever,2,8,0.28,0.14583333333333334,0.0,100,"{""not enough info"": 100}","{""not enough info"": 28, ""refuted"": 28, ""supported"": 44}"
108,fever,3,8,0.32,0.24195624195624196,0.0,100,"{""not enough info"": 70, ""supported"": 30}","{""not enough info"": 28, ""refuted"": 28, ""supported"": 44}"
109,fever,4,8,0.34,0.25988545246277206,0.0,100,"{""not enough info"": 47, ""supported"": 53}","{""not enough info"": 28, ""refuted"": 28, ""supported"": 44}"
110,financial_phrasebank,0,8,0.23,0.17507246376811594,0.0,100,"{""negative"": 12, ""positive"": 88}","{""negative"": 13, ""neutral"": 60, ""positive"": 27}"
111,financial_phrasebank,1,8,0.26,0.13756613756613756,0.0,100,"{""negative"": 1, ""positive"": 99}","{""negative"": 13, ""neutral"": 60, ""positive"": 27}"
112,financial_phrasebank,2,8,0.26,0.17364905889496055,0.0,100,"{""negative"": 5, ""positive"": 95}","{""negative"": 13, ""neutral"": 60, ""positive"": 27}"
113,financial_phrasebank,3,8,0.27,0.14173228346456693,0.0,100,"{""positive"": 100}","{""negative"": 13, ""neutral"": 60, ""positive"": 27}"
114,financial_phrasebank,4,8,0.26,0.17471704128805995,0.0,100,"{""negative"": 4, ""positive"": 96}","{""negative"": 13, ""neutral"": 60, ""positive"": 27}"
115,hate_speech18,0,8,0.93,0.48186528497409326,0.0,100,"{""hate"": 1, ""no hate"": 99}","{""hate"": 6, ""no hate"": 94}"
116,hate_speech18,1,8,0.93,0.48186528497409326,0.0,100,"{""hate"": 1, ""no hate"": 99}","{""hate"": 6, ""no hate"": 94}"
117,hate_speech18,2,8,0.92,0.4791666666666667,0.0,100,"{""hate"": 2, ""no hate"": 98}","{""hate"": 6, ""no hate"": 94}"
118,hate_speech18,3,8,0.94,0.4845360824742268,0.0,100,"{""no hate"": 100}","{""hate"": 6, ""no hate"": 94}"
119,hate_speech18,4,8,0.89,0.4708994708994709,0.0,100,"{""hate"": 5, ""no hate"": 95}","{""hate"": 6, ""no hate"": 94}"
120,health_fact,0,8,0.28,0.15233785822021118,0.0,100,"{""false"": 78, ""true"": 22}","{""false"": 24, ""mixture"": 17, ""true"": 56, ""unproven"": 3}"
121,health_fact,1,8,0.49,0.20238095238095238,0.0,100,"{""false"": 18, ""true"": 82}","{""false"": 24, ""mixture"": 17, ""true"": 56, ""unproven"": 3}"
122,health_fact,2,8,0.23,0.17473979920788432,0.0,100,"{""false"": 46, ""true"": 10, ""unproven"": 44}","{""false"": 24, ""mixture"": 17, ""true"": 56, ""unproven"": 3}"
123,health_fact,3,8,0.29,0.1525974025974026,0.0,100,"{""false"": 86, ""true"": 14}","{""false"": 24, ""mixture"": 17, ""true"": 56, ""unproven"": 3}"
124,health_fact,4,8,0.27,0.12459728253256759,0.0,100,"{""false"": 97, ""true"": 3}","{""false"": 24, ""mixture"": 17, ""true"": 56, ""unproven"": 3}"
125,i2d2,0,8,0.44,0.41666666666666663,0.0,100,"{""false"": 81, ""true"": 19}","{""false"": 39, ""true"": 61}"
126,i2d2,1,8,0.61,0.4017487344684768,0.0,100,"{""false"": 2, ""true"": 98}","{""false"": 39, ""true"": 61}"
127,i2d2,2,8,0.45,0.44550861982054646,0.0,100,"{""false"": 70, ""true"": 30}","{""false"": 39, ""true"": 61}"
128,i2d2,3,8,0.6,0.435347261434218,0.0,100,"{""false"": 7, ""true"": 93}","{""false"": 39, ""true"": 61}"
129,i2d2,4,8,0.62,0.40625,0.0,100,"{""false"": 1, ""true"": 99}","{""false"": 39, ""true"": 61}"
130,imdb,0,8,0.6,0.570999570999571,0.0,100,"{""negative"": 73, ""positive"": 27}","{""negative"": 53, ""positive"": 47}"
131,imdb,1,8,0.68,0.6798719487795117,0.0,100,"{""negative"": 45, ""positive"": 55}","{""negative"": 53, ""positive"": 47}"
132,imdb,2,8,0.63,0.6236395076797885,0.0,100,"{""negative"": 60, ""positive"": 40}","{""negative"": 53, ""positive"": 47}"
133,imdb,3,8,0.64,0.6347402597402598,0.0,100,"{""negative"": 35, ""positive"": 65}","{""negative"": 53, ""positive"": 47}"
134,imdb,4,8,0.62,0.6161616161616161,0.0,100,"{""negative"": 37, ""positive"": 63}","{""negative"": 53, ""positive"": 47}"
135,insincere_questions,0,8,0.63,0.410734193342889,0.0,100,"{""insincere question"": 34, ""valid question"": 66}","{""insincere question"": 5, ""valid question"": 95}"
136,insincere_questions,1,8,0.64,0.45750452079566006,0.0,100,"{""insincere question"": 37, ""valid question"": 63}","{""insincere question"": 5, ""valid question"": 95}"
137,insincere_questions,2,8,0.09,0.08918026223601241,0.0,100,"{""insincere question"": 92, ""valid question"": 8}","{""insincere question"": 5, ""valid question"": 95}"
138,insincere_questions,3,8,0.5,0.37996031746031744,0.0,100,"{""insincere question"": 51, ""valid question"": 49}","{""insincere question"": 5, ""valid question"": 95}"
139,insincere_questions,4,8,0.19,0.17607567897467197,0.0,100,"{""insincere question"": 82, ""valid question"": 18}","{""insincere question"": 5, ""valid question"": 95}"
140,is_humor,0,8,0.53,0.4725620020199753,0.0,100,"{""humorous"": 62, ""not humorous"": 38}","{""humorous"": 71, ""not humorous"": 29}"
141,is_humor,1,8,0.41,0.4085213032581454,0.0,100,"{""humorous"": 24, ""not humorous"": 76}","{""humorous"": 71, ""not humorous"": 29}"
142,is_humor,2,8,0.69,0.40828402366863903,0.0,100,"{""humorous"": 98, ""not humorous"": 2}","{""humorous"": 71, ""not humorous"": 29}"
143,is_humor,3,8,0.29,0.2341710710818682,0.0,100,"{""humorous"": 2, ""not humorous"": 98}","{""humorous"": 71, ""not humorous"": 29}"
144,is_humor,4,8,0.48,0.4422994422994423,0.0,100,"{""humorous"": 55, ""not humorous"": 45}","{""humorous"": 71, ""not humorous"": 29}"
145,jailbreak_classification,0,8,0.47,0.33542319749216304,0.0,100,"{""benign"": 3, ""jailbreak"": 97}","{""benign"": 52, ""jailbreak"": 48}"
146,jailbreak_classification,1,8,0.47,0.3197278911564626,0.0,100,"{""benign"": 1, ""jailbreak"": 99}","{""benign"": 52, ""jailbreak"": 48}"
147,jailbreak_classification,2,8,0.62,0.6186270574066639,0.0,100,"{""benign"": 42, ""jailbreak"": 58}","{""benign"": 52, ""jailbreak"": 48}"
148,jailbreak_classification,3,8,0.48,0.34043632673769664,0.0,100,"{""benign"": 2, ""jailbreak"": 98}","{""benign"": 52, ""jailbreak"": 48}"
149,jailbreak_classification,4,8,0.47,0.3197278911564626,0.0,100,"{""benign"": 1, ""jailbreak"": 99}","{""benign"": 52, ""jailbreak"": 48}"
150,lexical_rc_cogalexv,0,8,0.14,0.0973225404732254,0.0,100,"{""antonym"": 45, ""meronym"": 49, ""unrelated"": 6}","{""antonym"": 11, ""hypernym"": 6, ""meronym"": 6, ""synonym"": 10, ""unrelated"": 67}"
151,lexical_rc_cogalexv,1,8,0.14,0.0963152102135153,0.0,100,"{""antonym"": 48, ""meronym"": 49, ""unrelated"": 3}","{""antonym"": 11, ""hypernym"": 6, ""meronym"": 6, ""synonym"": 10, ""unrelated"": 67}"
152,lexical_rc_cogalexv,2,8,0.14,0.09982089552238807,0.0,100,"{""antonym"": 39, ""meronym"": 61}","{""antonym"": 11, ""hypernym"": 6, ""meronym"": 6, ""synonym"": 10, ""unrelated"": 67}"
153,lexical_rc_cogalexv,3,8,0.33,0.161559207753898,0.0,100,"{""antonym"": 4, ""meronym"": 50, ""unrelated"": 46}","{""antonym"": 11, ""hypernym"": 6, ""meronym"": 6, ""synonym"": 10, ""unrelated"": 67}"
